REGIONAL;SUPERVISOR;VENDEDOR;ROTA;CNPJ;FANTASIA;FORMA DE PAGAMENTO;SEM COMPRAR?;Nº PEDIDOS; MÉDIA FATURAMENTO LÍQ ; TKT MED ;% MARGEM CONTRIBUIÇÃO;R$ MARGEM DE CONTRIBUIÇÃO;FAIXA;LUCRO MEDIO;LATITUDE;LONGITUDE
LATICINIO - FORTALEZA;MARCOS ANTONIO GONCALVES MAGALHAES;MARCOS ANTONIO GONCALVES MAGALHAES;353 - L81 - AS - CENTERBOX 1;4458;CENTERBOX - BARRA;30 dias Boleto;-;3; R$ 4.862,23 ; R$ 1.620,74 ;18,07%; R$ 20.962,23 ;MÁXIMO (ACIMA DE R$ 200; R$ 1.488,36 ;-3.7100856;-38.5897058
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;JOSE IGOR SOUSA LIMA;295 - L82-GUARACIABA DO NORTE-SEDE;4474;MERCADINHO POPULAR - GUARAC.;A vista  + 10 dias;SIM;0; R$ -   ; R$ -   ;40,47%; R$ 938,00 ;ABAIXO DO MÍNIMO (R$ 0 À R$ 130); R$ -   ;-4.1572744;-40.7632532
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;MARIA IVONE DE ARAUJO;294 - L82-GUARACIABA DO NORTE-AUTO SERVICO;4481;SUPERMERCADO MARTMAG - GUARACIABA;21 dias Boleto;-;1; R$ 525,00 ; R$ 525,00 ;38,21%; R$ 5.848,90 ;MÁXIMO (ACIMA DE R$ 200; R$ 245,38 ;-4.1640751;-40.7499879
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;RICARDO DE SOUSA LIMA;140 - L81 - AUTO SERVICO 5;4484;MERCADINHO SUPER FELIZARDO;21 dias Boleto;NEGOCIAÇÃO;2; R$ 815,21 ; R$ 407,61 ;30,30%; R$ 505,40 ;MÁXIMO (ACIMA DE R$ 200; R$ 329,13 ;-3.877236;-38.670636
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;CAIO MAGALHAES VIANA;145 - L82-PARAIPABA(SEDE)+DISTRITOS ;4504;MERCANTIL O TIAO;A vista  + 10 dias;SIM;0; R$ -   ; R$ -   ;31,39%; R$ 1.125,10 ;ABAIXO DO MÍNIMO (R$ 0 À R$ 130); R$ -   ;-3.4318427;-39.1481884
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;DENIS FERNANDES DA COSTA;101 - L81 - PEQUENO VAREJO 1;4509;MINI BOM PRECO;7 dias Boleto;-;1; R$ 258,50 ; R$ 258,50 ;39,78%; R$ 1.642,50 ;MÁXIMO (ACIMA DE R$ 200; R$ 124,66 ;-3.7289393;-38.6654165
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;CAIO MAGALHAES VIANA;150 - L82-SGA-SEDE ;4514;PARA TY - SAO GONCALO DO AMARANTE;30 dias Boleto;-;2; R$ 909,56 ; R$ 454,78 ;27,87%; R$ 9.136,28 ;MÁXIMO (ACIMA DE R$ 200; R$ 352,27 ;-3.6111995;-38.9653577
LATICINIO - FORTALEZA;MARCOS ANTONIO GONCALVES MAGALHAES;MARCOS ANTONIO GONCALVES MAGALHAES;354 - L81 - AS - COMETA 1;4522;COMETA (ENGENHEIRO SANTANA JR);Transferencia 50 dias;-;2; R$ 5.236,36 ; R$ 2.618,18 ;13,88%; R$ 13.048,80 ;MÁXIMO (ACIMA DE R$ 200; R$ 1.633,63 ;-3.7354447;-38.4816158
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;FRANCISCO ERALDO BRITO FELIX;100 - L82-PENTECOSTE-SEDE;4525;SUPERMERCADO PRECO BOM;A vista  + 10 dias;SIM;0; R$ -   ; R$ -   ;0,00%; R$ -   ;ABAIXO DO MÍNIMO (R$ 0 À R$ 130); R$ -   ;-3.7913358;-39.2730745
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;DENIS FERNANDES DA COSTA;101 - L81 - PEQUENO VAREJO 1;4528;DN PAES;A vista;SIM;0; R$ -   ; R$ -   ;43,55%; R$ 608,83 ;ABAIXO DO MÍNIMO (R$ 0 À R$ 130); R$ -   ;-3.7599647;-38.6619617
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;FABRICIO GALDENCIO BRAGA;141 - L81 - PEQUENO VAREJO 5;4531;MERCADINHO PADRE CICERO MARAPONGA;14 dias Boleto;-;1; R$ 481,19 ; R$ 481,19 ;26,97%; R$ 1.049,29 ;MÁXIMO (ACIMA DE R$ 200; R$ 139,92 ;-3.8049639;-38.5656991
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;DALTON CRISTIANO BARROS MEDEIROS;131 - L81 - PEQUENO VAREJO 4;4535;ANDRESSA LIVIA SOUSA ME;14 dias Boleto;SIM;0; R$ -   ; R$ -   ;25,80%; R$ 575,10 ;ABAIXO DO MÍNIMO (R$ 0 À R$ 130); R$ -   ;-3.7389176;-38.4718337
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;MARCIO JOSE PEREIRA BARBOSA;185 - L82-AMONTADA-SEDE;4537;RAIMAR - AMONTADA;21 dias Boleto;-;2; R$ 3.650,21 ; R$ 1.825,11 ;34,02%; R$ 24.410,08 ;MÁXIMO (ACIMA DE R$ 200; R$ 1.382,54 ;-3.3596928;-39.8336425
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;MARCIO JOSE PEREIRA BARBOSA;180 - L82-ITAPIPOCA-VAREJO;4540;MRC 3 E;7 dias Boleto;-;1; R$ 193,58 ; R$ 193,58 ;44,07%; R$ 2.233,90 ;REGULAR (R$ 180 À R$ 200); R$ 95,56 ;-3.4846203;-39.5713237
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;FELIPE JUNIOR ALVES DE FREITAS;235 - L82-JIJOCA JERICOACOARA ;4542;MERC SANTA LUZIA O BARATAO;A vista  + 10 dias;-;1; R$ 173,79 ; R$ 173,79 ;41,34%; R$ 1.319,31 ;ACIMA DO MÍNIMO (R$ 150 À R$ 180); R$ 83,68 ;-2.9065995;-40.4368868
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;JOSE IGOR SOUSA LIMA;275 - L82-TIANGUA-SEDE ;4546;COMERCIAL SERRANO;A vista  + 10 dias;-;1; R$ 159,40 ; R$ 159,40 ;37,13%; R$ 1.376,05 ;ACIMA DO MÍNIMO (R$ 150 À R$ 180); R$ 74,78 ;-3.7252154;-41.0017472
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;DALTON CRISTIANO BARROS MEDEIROS;131 - L81 - PEQUENO VAREJO 4;4553;BELA VISTA SUPERMERCADO;7 dias Boleto;-;1; R$ 267,40 ; R$ 267,40 ;29,64%; R$ 767,10 ;MÁXIMO (ACIMA DE R$ 200; R$ 132,94 ;-3.7498475;-38.5617027
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;CAIO MAGALHAES VIANA;141 - L82-TRAIRI-PRAIAS;4556;MERCADINHO A & D;A vista  + 10 dias;-;1; R$ 931,77 ; R$ 931,77 ;19,17%; R$ 3.223,44 ;MÁXIMO (ACIMA DE R$ 200; R$ 274,84 ;-3.1826378;-39.3737853
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;FRANCISCO ERALDO BRITO FELIX;105 - L82-APUIARES-SEDE;4566;PARA TY - APUIARES;30 dias Boleto;-;2; R$ 1.182,17 ; R$ 591,09 ;29,61%; R$ 6.725,45 ;MÁXIMO (ACIMA DE R$ 200; R$ 427,91 ;-3.9469058;-39.4306809
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;CAIO MAGALHAES VIANA;150 - L82-SGA-SEDE ;4578;MERCADINHO TRES CORACOES;A vista  + 10 dias;-;1; R$ 435,70 ; R$ 435,70 ;44,29%; R$ 3.797,70 ;MÁXIMO (ACIMA DE R$ 200; R$ 205,26 ;-3.6009977;-38.9589797
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;PAMELA MARTINS GONCALVES;151 - L81 - PEQUENO VAREJO 6;4592;MERCADINHO SUPER ITAMARATY;7 dias Boleto;-;1; R$ 340,02 ; R$ 340,02 ;26,27%; R$ 1.623,17 ;MÁXIMO (ACIMA DE R$ 200; R$ 137,33 ;-3.8608573;-38.4936361
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;JOAO PAULO RODRIGUES DE SOUSA;300 - L82-GROAIRAS-SEDE;4595;MERCAD BEZERRA;A vista  + 10 dias;SIM;0; R$ -   ; R$ -   ;26,93%; R$ 446,52 ;ABAIXO DO MÍNIMO (R$ 0 À R$ 130); R$ -   ;-3.9146887;-40.3896219
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;JOAO PAULO RODRIGUES DE SOUSA;270 - L82-FRECHEIRINHA-SEDE ;4608;MERCANTIL CENTRAL;A vista  + 10 dias;-;2; R$ 303,60 ; R$ 151,80 ;30,23%; R$ 3.056,80 ;ACIMA DO MÍNIMO (R$ 150 À R$ 180); R$ 134,82 ;-3.7594218;-40.8123972
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;MARIA EDILENE MIRANDA;201 - L82-ITAREMA-AUTO SERVICO;4610;MERCANTIL DLS - MATRIZ;21 dias Boleto;-;2; R$ 1.133,54 ; R$ 566,77 ;23,24%; R$ 9.021,29 ;MÁXIMO (ACIMA DE R$ 200; R$ 646,03 ;-2.9231617;-39.9136831
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;MARCIO JOSE PEREIRA BARBOSA;130 - L82-URUBURETAMA-SEDE;4611;MERC O JOSIVAN;A vista  + 10 dias;-;1; R$ 146,60 ; R$ 146,60 ;41,58%; R$ 878,16 ;MÍNIMO (R$ 130 À R$ 150); R$ 68,15 ;-3.6246623;-39.5062438
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;JOAO PAULO RODRIGUES DE SOUSA;268 - L82-MASSAPE-SEDE ;4644;FARMACIA NOVA;A vista  + 10 dias;-;2; R$ 325,00 ; R$ 162,50 ;37,23%; R$ 1.492,00 ;ACIMA DO MÍNIMO (R$ 150 À R$ 180); R$ 149,50 ;-3.5241548;-40.3433835
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;LUCILA RODRIGUES GALVAO;298 - L82-VARJOTA-SEDE ;4652;MERCADINHO AGROPECUARIO;A vista  + 10 dias;-;1; R$ 186,60 ; R$ 186,60 ;42,71%; R$ 1.052,40 ;REGULAR (R$ 180 À R$ 200); R$ 96,00 ;-4.1952929;-40.4693841
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;MARCIO JOSE PEREIRA BARBOSA;250 - L82-ITAPAJE-SEDE ;4653;MERC O MARCILIO;A vista  + 10 dias;-;1; R$ 367,53 ; R$ 367,53 ;44,40%; R$ 2.145,45 ;MÁXIMO (ACIMA DE R$ 200; R$ 158,64 ;-3.6808759;-39.5978949
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;DENIS FERNANDES DA COSTA;101 - L81 - PEQUENO VAREJO 1;4660;LUCCAS PAN;A vista;-;4; R$ 845,97 ; R$ 211,49 ;40,00%; R$ 4.432,75 ;MÁXIMO (ACIMA DE R$ 200; R$ 407,35 ;-3.7272566;-38.6584095
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;FELIPE JUNIOR ALVES DE FREITAS;225 - L82-MORRINHOS-SEDE ;4667;MERCADINHO CARNEIRO;A vista  + 10 dias;-;2; R$ 317,68 ; R$ 158,84 ;15,30%; R$ 894,45 ;ACIMA DO MÍNIMO (R$ 150 À R$ 180); R$ 59,32 ;-3.2305704;-40.1282914
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;FABRICIO GALDENCIO BRAGA;141 - L81 - PEQUENO VAREJO 5;4674;MARQUES SUPERMERCADO;7 dias Boleto;-;1; R$ 191,25 ; R$ 191,25 ;33,91%; R$ 813,69 ;REGULAR (R$ 180 À R$ 200); R$ 89,16 ;-3.7634294;-38.5520525
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;FABRICIO GALDENCIO BRAGA;141 - L81 - PEQUENO VAREJO 5;4677;MERCADINHO ANDRE CHAVES;14 dias Boleto;-;2; R$ 417,75 ; R$ 208,87 ;27,64%; R$ 2.134,71 ;MÁXIMO (ACIMA DE R$ 200; R$ 158,05 ;-3.7567353;-38.5408141
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;LUCAS DE LIMA SILVA;515 - L82-BARREIRA-SEDE;4680;FRUTARIA AKI FRUTAS;14 dias Boleto;-;2; R$ 938,47 ; R$ 469,23 ;36,51%; R$ 2.178,90 ;MÁXIMO (ACIMA DE R$ 200; R$ 388,38 ;-4.2863605;-38.639837
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;JOSE IGOR SOUSA LIMA;275 - L82-TIANGUA-SEDE ;4690;MERC DEUS E MAIS;A vista  + 10 dias;-;1; R$ 161,50 ; R$ 161,50 ;36,77%; R$ 1.043,55 ;ACIMA DO MÍNIMO (R$ 150 À R$ 180); R$ 77,38 ;-3.7309292;-40.9927503
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;LUCAS DE LIMA SILVA;535 - L82-REDENCAO-SEDE;4695;SUPERMERCADO ABOLIÇAO;14 dias Boleto;-;2; R$ 861,20 ; R$ 430,60 ;47,08%; R$ 1.476,25 ;MÁXIMO (ACIMA DE R$ 200; R$ 405,08 ;-4.22284327;-38.72384661
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;JOSE IGOR SOUSA LIMA;275 - L82-TIANGUA-SEDE ;4707;KAIO SURPERMERCADO;21 dias Boleto;-;1; R$ 1.801,92 ; R$ 1.801,92 ;27,12%; R$ 5.580,33 ;MÁXIMO (ACIMA DE R$ 200; R$ 751,76 ;-3.7270393;-40.9934433
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;JOAO PAULO RODRIGUES DE SOUSA;270 - L82-FRECHEIRINHA-SEDE ;4723;MERCADINHO LOR;A vista  + 10 dias;-;2; R$ 453,60 ; R$ 226,80 ;38,10%; R$ 4.432,00 ;MÁXIMO (ACIMA DE R$ 200; R$ 216,98 ;-3.7596893;-40.8189673
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;FELIPE JUNIOR ALVES DE FREITAS;235 - L82-JIJOCA JERICOACOARA ;4727;C M FRIOS;A vista  + 10 dias;SIM;0; R$ -   ; R$ -   ;24,46%; R$ 12.914,85 ;ABAIXO DO MÍNIMO (R$ 0 À R$ 130); R$ -   ;-2.9088683;-40.4505152
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;CAIO MAGALHAES VIANA;144 - L82-PARACURU(SEDE)+POCO DOCE;4732;MERCADINHO O TESOURO;A vista  + 10 dias;-;1; R$ 216,63 ; R$ 216,63 ;38,66%; R$ 2.128,09 ;MÁXIMO (ACIMA DE R$ 200; R$ 110,27 ;-3.4586472;-39.0465888
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;MARCIO JOSE PEREIRA BARBOSA;135 - L82-TURURU-SEDE;4738;MERC PAIS E FILHOS;A vista  + 10 dias;-;1; R$ 179,30 ; R$ 179,30 ;30,55%; R$ 1.126,55 ;ACIMA DO MÍNIMO (R$ 150 À R$ 180); R$ 70,08 ;-3.604595;-39.4358558
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;MARIA IVONE DE ARAUJO;291 - L82-SAO BENEDITO-AUTO SERVICO ;4745;SUPERMERCADO XIMENES - S BENEDITO - LJ 02;21 dias Boleto;-;2; R$ 10.574,56 ; R$ 5.287,28 ;17,64%; R$ 36.990,58 ;MÁXIMO (ACIMA DE R$ 200; R$ 3.138,03 ;-4.051258;-40.864164
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;DALTON CRISTIANO BARROS MEDEIROS;121 - L81 - PEQUENO VAREJO 3;4754;MERCANTIL SERV LAR;21 dias Boleto;NEGOCIAÇÃO;1; R$ 717,63 ; R$ 717,63 ;41,78%; R$ 315,58 ;MÁXIMO (ACIMA DE R$ 200; R$ 320,29 ;-3.70991440;-38.46817373
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;LUCILA RODRIGUES GALVAO;297 - L82-RERIUTABA-SEDE ;4755;MERCADINHO DO POVO;A vista  + 10 dias;-;1; R$ 347,98 ; R$ 347,98 ;13,36%; R$ 742,33 ;MÁXIMO (ACIMA DE R$ 200; R$ 69,97 ;-4.1406901;-40.5820996
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;DENIS FERNANDES DA COSTA;101 - L81 - PEQUENO VAREJO 1;4760;MERCADINHO XIMENES FILHO;A vista;-;1; R$ 140,40 ; R$ 140,40 ;45,50%; R$ 690,80 ;MÍNIMO (R$ 130 À R$ 150); R$ 79,30 ;-3.7747928;-38.6226301
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;LUCILA RODRIGUES GALVAO;355 - L82-IPUEIRAS-SEDE;4763;CANTINHO VERDE;7 dias Boleto;-;1; R$ 177,80 ; R$ 177,80 ;38,82%; R$ 907,95 ;ACIMA DO MÍNIMO (R$ 150 À R$ 180); R$ 80,85 ;-4.538222;-40.71581
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;RAMON BARBOSA ROCHA;495 - L82-PACAJUS-SEDE ;4766;SUPERMERCADO SANTA TEREZINHA;21 dias Boleto;SIM;0; R$ -   ; R$ -   ;10,69%; R$ 1.490,31 ;ABAIXO DO MÍNIMO (R$ 0 À R$ 130); R$ -   ;-4.1746207;-38.4696729
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;CAIO MAGALHAES VIANA;153 - L82-SGA-DISTRITOS;4773;MERCADINHO AMOR;A vista  + 10 dias;-;1; R$ 339,15 ; R$ 339,15 ;31,62%; R$ 3.442,39 ;MÁXIMO (ACIMA DE R$ 200; R$ 136,70 ;-3.56108933;-39.17253393
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;FELIPE JUNIOR ALVES DE FREITAS;225 - L82-MORRINHOS-SEDE ;4778;COMERCIAL EDELSON;A vista  + 10 dias;SIM;0; R$ -   ; R$ -   ;36,16%; R$ 2.804,46 ;ABAIXO DO MÍNIMO (R$ 0 À R$ 130); R$ -   ;-3.2308616;-40.1237241
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;CAIO MAGALHAES VIANA;153 - L82-SGA-DISTRITOS;4785;MERC HALYSON;14 dias Boleto;SIM;0; R$ -   ; R$ -   ;39,47%; R$ 3.501,60 ;ABAIXO DO MÍNIMO (R$ 0 À R$ 130); R$ -   ;-3.529591;-39.149081
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;FABRICIO GALDENCIO BRAGA;140 - L81 - AUTO SERVICO 5;4786;OFERTASSO - VILA UNIAO;30 dias Boleto;-;3; R$ 3.351,33 ; R$ 1.117,11 ;22,06%; R$ 6.186,11 ;MÁXIMO (ACIMA DE R$ 200; R$ 1.184,84 ;-3.7605617;-38.5306641
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;MARCIO JOSE PEREIRA BARBOSA;180 - L82-ITAPIPOCA-VAREJO;4790;SUPERMERCADO PAULO BELO - PANIFICADORA;18 dias Boleto;-;1; R$ 3.210,77 ; R$ 3.210,77 ;6,48%; R$ 3.381,32 ;MÁXIMO (ACIMA DE R$ 200; R$ 552,12 ;-3.4963923;-39.5928408
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;LUCILA RODRIGUES GALVAO;355 - L82-IPUEIRAS-SEDE;4797;MERCAD GOMES;A vista  + 10 dias;-;1; R$ 174,00 ; R$ 174,00 ;40,10%; R$ 1.262,20 ;ACIMA DO MÍNIMO (R$ 150 À R$ 180); R$ 81,42 ;-4.5437467;-40.7157225
LATICINIO - FORTALEZA;MARCOS ANTONIO GONCALVES MAGALHAES;MARCOS ANTONIO GONCALVES MAGALHAES;390 - L81 - AS - COMETA 3;4803;COMETA (JOVITA FEITOSA);Transferencia 50 dias;-;2; R$ 8.793,92 ; R$ 4.396,96 ;17,14%; R$ 27.645,63 ;MÁXIMO (ACIMA DE R$ 200; R$ 2.752,23 ;-3.7403104;-38.5603054
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;MARCIO JOSE PEREIRA BARBOSA;250 - L82-ITAPAJE-SEDE ;4810;MERCAD PAI ANTONIO;A vista  + 10 dias;-;1; R$ 132,50 ; R$ 132,50 ;37,78%; R$ 502,00 ;MÍNIMO (R$ 130 À R$ 150); R$ 56,51 ;-3.6754753;-39.5804822
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;JOSE IGOR SOUSA LIMA;275 - L82-TIANGUA-SEDE ;4826;SUPERMERCADO FERNANDO - CENTRO;14 dias Boleto;NEGOCIAÇÃO;1; R$ 385,76 ; R$ 385,76 ;20,63%; R$ 1.497,02 ;MÁXIMO (ACIMA DE R$ 200; R$ 94,47 ;-3.7317152;-40.9925472
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;FELIPE JUNIOR ALVES DE FREITAS;207 - L82-ACARAU-BR 403;4836;MERCADINHO SAO FRANCISCO;A vista  + 10 dias;-;2; R$ 863,85 ; R$ 431,92 ;37,62%; R$ 2.998,60 ;MÁXIMO (ACIMA DE R$ 200; R$ 362,47 ;-3.1227326;-40.0826129
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;JOSE IGOR SOUSA LIMA;287 - L82-MUCAMBO-SEDE ;4842;SUPERMERCADO TIO AUGUSTO - LJ 04;30 dias Boleto;-;2; R$ 6.000,94 ; R$ 3.000,47 ;30,48%; R$ 20.468,73 ;MÁXIMO (ACIMA DE R$ 200; R$ 1.943,76 ;-3.9050057;-40.7453496
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;MARCIO JOSE PEREIRA BARBOSA;180 - L82-ITAPIPOCA-VAREJO;4843;MERCADINHO WG;A vista  + 10 dias;-;1; R$ 193,92 ; R$ 193,92 ;34,53%; R$ 1.291,22 ;REGULAR (R$ 180 À R$ 200); R$ 77,03 ;-3.5140772;-39.5600062
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;MARCIO JOSE PEREIRA BARBOSA;180 - L82-ITAPIPOCA-VAREJO;4849;PANIFICADORA FELICIA;A vista  + 10 dias;-;2; R$ 590,87 ; R$ 295,43 ;46,09%; R$ 5.999,05 ;MÁXIMO (ACIMA DE R$ 200; R$ 281,89 ;-3.500066;-39.5978325
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;RICARDO DE SOUSA LIMA;121 - L81 - PEQUENO VAREJO 3;4861;MERCANTIL J P;7 dias Boleto;SIM;0; R$ -   ; R$ -   ;38,79%; R$ 841,23 ;ABAIXO DO MÍNIMO (R$ 0 À R$ 130); R$ -   ;-3.8216672;-38.6644753
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;MARIA EDILENE MIRANDA;201 - L82-ITAREMA-AUTO SERVICO;4863;SUPERMERCADO BINGA;14 dias Boleto;-;1; R$ 712,03 ; R$ 712,03 ;32,49%; R$ 3.573,94 ;MÁXIMO (ACIMA DE R$ 200; R$ 315,84 ;-2.9237155;-39.9128134
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;JOAO PAULO RODRIGUES DE SOUSA;268 - L82-MASSAPE-SEDE ;4866;MERCADINHO ADAIL;A vista  + 10 dias;-;2; R$ 276,00 ; R$ 138,00 ;42,37%; R$ 2.020,60 ;MÍNIMO (R$ 130 À R$ 150); R$ 138,01 ;-3.5218215;-40.3477732
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;FRANCISCO ERALDO BRITO FELIX;101 - L82-PENTECOSTE-SERROTA;4869;MERC SANTO EXPEDITO;A vista  + 10 dias;-;2; R$ 273,33 ; R$ 136,66 ;47,87%; R$ 1.249,07 ;MÍNIMO (R$ 130 À R$ 150); R$ 137,06 ;-3.8586755;-39.3400609
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;MARCIO RENNE GOMES SANDERS;110 - L81 - AUTO SERVICO 2;4888;CLAECK SUPERMERCADO - JARDIM FLUMINENSE;21 dias Boleto;-;1; R$ 697,60 ; R$ 697,60 ;28,06%; R$ 2.709,40 ;MÁXIMO (ACIMA DE R$ 200; R$ 286,23 ;-3.81534018;-38.60506827
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;FRANCISCO ERALDO BRITO FELIX;100 - L82-PENTECOSTE-SEDE;4896;MECAD MV;A vista  + 10 dias;-;2; R$ 292,57 ; R$ 146,28 ;46,06%; R$ 2.012,10 ;MÍNIMO (R$ 130 À R$ 150); R$ 138,91 ;-3.8128734;-39.26181
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;LUCILA RODRIGUES GALVAO;355 - L82-IPUEIRAS-SEDE;4922;MERCAD CENTRAL;10 dias Boleto;-;1; R$ 374,00 ; R$ 374,00 ;44,49%; R$ 3.240,10 ;MÁXIMO (ACIMA DE R$ 200; R$ 175,83 ;-4.5424805;-40.7172817
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;MARIA IVONE DE ARAUJO;291 - L82-SAO BENEDITO-AUTO SERVICO ;4923;SUPERMERCADO XIMENES - S BENEDITO - LJ 01;21 dias Boleto;-;2; R$ 2.207,93 ; R$ 1.103,96 ;26,93%; R$ 13.364,97 ;MÁXIMO (ACIMA DE R$ 200; R$ 690,50 ;-4.0469562;-40.8642786
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;CAIO MAGALHAES VIANA;141 - L82-TRAIRI-PRAIAS;4929;MERCAD GELADAO;7 dias Boleto;-;1; R$ 236,01 ; R$ 236,01 ;26,17%; R$ 1.161,25 ;MÁXIMO (ACIMA DE R$ 200; R$ 79,75 ;-3.2391475;-39.2322901
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;FRANCISCO ERALDO BRITO FELIX;151 - L82-SGA-CROATA ;4933;J&L SUPERMERCADOS - SGA;21 dias Boleto;-;2; R$ 1.249,11 ; R$ 624,56 ;31,05%; R$ 5.502,87 ;MÁXIMO (ACIMA DE R$ 200; R$ 412,31 ;-3.6722089;-39.1148733
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;LUCILA RODRIGUES GALVAO;355 - L82-IPUEIRAS-SEDE;4940;MEU MERCADINHO;A vista  + 10 dias;-;1; R$ 151,00 ; R$ 151,00 ;46,32%; R$ 979,30 ;ACIMA DO MÍNIMO (R$ 150 À R$ 180); R$ 82,21 ;-4.5443173;-40.7250021
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;LUCILA RODRIGUES GALVAO;355 - L82-IPUEIRAS-SEDE;4957;TJ MERCADINHO;14 dias Boleto;-;2; R$ 388,61 ; R$ 194,31 ;26,31%; R$ 2.509,77 ;REGULAR (R$ 180 À R$ 200); R$ 131,69 ;-4.5495525;-40.7244167
